ad_id,user_id,device_type,browser,hour,clicked
1056,2035,desktop,safari,14,0
1035,2068,tablet,safari,11,0
1044,2074,mobile,firefox,17,0
1019,2023,tablet,safari,5,0
1064,2059,tablet,chrome,17,0
1007,2094,mobile,edge,17,0
1015,2054,desktop,firefox,21,0
1013,2076,mobile,firefox,23,0
1075,2079,tablet,safari,5,0
1086,2023,mobile,edge,14,0
1014,2076,tablet,safari,18,0
1091,2023,mobile,safari,4,0
1097,2053,desktop,firefox,3,0
1065,2025,desktop,chrome,16,0
1031,2065,desktop,edge,20,0
1086,2079,desktop,edge,9,0
1062,2037,mobile,edge,11,1
1085,2064,desktop,edge,4,0
1050,2074,mobile,chrome,6,0
1024,2050,tablet,firefox,11,0
1057,2034,tablet,chrome,22,0
1062,2042,tablet,safari,1,0
1061,2028,desktop,firefox,19,1
1021,2036,desktop,chrome,16,0
1057,2080,desktop,edge,12,0
1057,2057,tablet,edge,4,0
1085,2053,tablet,firefox,4,0
1048,2038,tablet,chrome,19,0
1051,2041,tablet,firefox,11,0
1041,2027,mobile,edge,11,0
1069,2028,mobile,chrome,6,1
1014,2042,desktop,edge,5,0
1053,2002,desktop,firefox,9,0
1059,2009,tablet,firefox,18,0
1096,2058,mobile,firefox,15,0
1007,2013,mobile,firefox,1,0
1052,2075,desktop,firefox,3,0
1059,2046,mobile,safari,8,0
1004,2041,desktop,firefox,4,0
1067,2093,tablet,firefox,0,0
1005,2031,tablet,edge,10,1
1095,2031,desktop,firefox,18,0
1093,2041,tablet,chrome,22,0
1046,2031,tablet,firefox,2,0
1098,2025,mobile,safari,0,0
1054,2000,mobile,firefox,3,0
1039,2055,mobile,edge,8,0
1051,2001,mobile,chrome,15,0
1015,2080,mobile,chrome,6,0
1012,2029,desktop,firefox,4,0
1029,2070,desktop,firefox,12,0
1018,2051,mobile,firefox,10,0
1016,2090,tablet,firefox,13,0
1062,2008,tablet,edge,21,0
1018,2021,desktop,edge,16,0
1091,2033,desktop,chrome,22,0
1057,2048,desktop,firefox,11,0
1054,2000,tablet,edge,20,0
1089,2072,desktop,edge,22,0
1089,2083,tablet,chrome,20,1
1061,2052,desktop,chrome,20,0
1022,2082,tablet,safari,18,1
1008,2099,desktop,edge,4,0
1011,2039,desktop,chrome,23,0
1000,2044,tablet,edge,7,0
1057,2067,desktop,edge,1,0
1000,2008,mobile,firefox,16,0
1033,2021,tablet,firefox,1,0
1095,2017,desktop,firefox,22,0
1047,2075,tablet,firefox,2,0
1088,2042,desktop,edge,23,0
1000,2038,mobile,safari,19,0
1015,2072,desktop,safari,23,0
1060,2005,desktop,safari,17,0
1063,2082,mobile,edge,14,1
1062,2047,tablet,safari,4,0
1068,2006,desktop,edge,21,0
1021,2079,desktop,chrome,16,0
1092,2068,mobile,safari,13,0
1066,2015,tablet,edge,0,0
1075,2000,tablet,chrome,13,0
1025,2036,mobile,firefox,8,0
1015,2082,mobile,chrome,4,0
1050,2036,desktop,chrome,3,0
1085,2080,mobile,safari,0,0
1056,2063,mobile,firefox,2,0
1028,2089,mobile,firefox,19,0
1077,2085,tablet,safari,10,1
1091,2061,mobile,chrome,15,0
1068,2071,desktop,edge,10,1
1046,2060,desktop,safari,20,0
1093,2032,desktop,chrome,9,0
1061,2065,mobile,edge,11,0
1068,2029,tablet,safari,4,0
1075,2019,mobile,safari,9,0
1015,2059,mobile,firefox,23,0
1089,2081,desktop,firefox,12,0
1089,2073,mobile,firefox,18,0
1047,2023,tablet,edge,6,0
1084,2003,desktop,safari,15,1
1038,2036,tablet,firefox,5,0
1099,2003,tablet,firefox,9,1
1032,2076,tablet,safari,9,0
1093,2088,mobile,edge,10,0
1022,2076,mobile,firefox,21,0
1009,2017,mobile,chrome,9,0
1068,2087,mobile,edge,13,0
1099,2065,desktop,firefox,14,0
1033,2047,mobile,chrome,6,0
1051,2032,desktop,firefox,12,0
1094,2057,tablet,edge,10,0
1009,2082,desktop,safari,6,0
1018,2072,mobile,safari,10,0
1057,2027,desktop,edge,13,0
1095,2034,mobile,firefox,16,1
1000,2009,mobile,edge,15,0
1068,2064,desktop,chrome,0,0
1003,2041,desktop,firefox,8,0
1015,2084,tablet,edge,8,0
1023,2008,tablet,safari,9,0
1079,2059,tablet,edge,18,0
1001,2014,tablet,firefox,14,0
1091,2098,tablet,edge,15,0
1031,2056,desktop,safari,10,1
1090,2068,tablet,chrome,23,0
1083,2021,desktop,edge,16,0
1023,2063,tablet,edge,18,0
1011,2040,mobile,chrome,12,0
1049,2086,tablet,edge,5,1
1034,2070,mobile,safari,14,0
1032,2055,desktop,chrome,15,0
1032,2022,tablet,safari,3,1
1060,2024,desktop,safari,7,0
1050,2090,tablet,safari,6,0
1042,2005,desktop,firefox,16,0
1011,2033,tablet,chrome,15,0
1066,2062,tablet,firefox,1,0
1064,2008,mobile,firefox,16,1
1032,2059,desktop,edge,3,0
1039,2048,desktop,chrome,13,1
1073,2096,desktop,edge,7,0
1042,2050,desktop,firefox,4,0
1043,2059,desktop,edge,4,0
1028,2069,mobile,safari,4,0
1012,2036,tablet,firefox,4,0
1011,2030,mobile,safari,2,0
1094,2097,desktop,chrome,5,0
1045,2040,desktop,edge,0,0
1001,2061,tablet,firefox,7,1
1034,2092,mobile,chrome,12,0
1086,2057,tablet,safari,19,0
1080,2013,tablet,edge,5,0
1089,2035,mobile,edge,17,0
1007,2035,tablet,firefox,17,1
1092,2078,mobile,edge,15,0
1025,2007,mobile,edge,7,0
1073,2025,desktop,safari,16,0
1089,2035,tablet,safari,7,0
1033,2047,desktop,safari,14,0
1006,2084,tablet,chrome,9,0
1067,2027,tablet,chrome,0,0
1057,2067,desktop,edge,8,0
1074,2061,desktop,chrome,16,0
1028,2079,desktop,firefox,19,0
1035,2085,mobile,safari,0,0
1088,2075,tablet,chrome,8,0
1020,2079,mobile,edge,13,0
1035,2050,tablet,safari,23,0
1009,2041,tablet,chrome,4,0
1072,2028,mobile,safari,5,0
1023,2081,mobile,chrome,4,0
1063,2009,tablet,edge,3,0
1098,2038,desktop,chrome,15,0
1048,2081,desktop,chrome,15,0
1098,2000,desktop,chrome,9,0
1035,2038,desktop,safari,13,0
1081,2020,tablet,chrome,12,0
1095,2064,desktop,chrome,3,0
1023,2014,desktop,chrome,13,0
1022,2003,desktop,safari,23,0
1061,2059,tablet,edge,23,0
1095,2060,mobile,edge,8,0
1036,2019,desktop,edge,2,0
1011,2009,tablet,chrome,9,1
1054,2086,tablet,safari,14,0
1012,2033,desktop,edge,23,0
1022,2047,mobile,edge,18,0
1088,2032,mobile,edge,1,1
1098,2097,mobile,firefox,1,1
1029,2060,tablet,safari,8,1
1016,2009,desktop,firefox,3,1
1061,2053,desktop,chrome,4,0
1083,2083,tablet,edge,1,0
1088,2064,desktop,chrome,6,0
1085,2076,desktop,safari,18,0
1012,2000,mobile,chrome,5,0
1058,2004,desktop,chrome,22,0
1018,2079,desktop,edge,15,0
1048,2014,tablet,safari,13,0
1099,2027,tablet,chrome,11,0
1011,2094,mobile,firefox,5,0
1060,2022,tablet,edge,21,1
1018,2016,mobile,firefox,12,0
1075,2097,mobile,edge,14,0
1008,2012,desktop,chrome,23,0
1070,2013,mobile,edge,13,1
1027,2010,desktop,chrome,7,0
1077,2027,mobile,firefox,20,0
1094,2041,tablet,chrome,19,0
1051,2095,tablet,edge,10,0
1082,2098,tablet,edge,20,0
1015,2060,mobile,edge,8,0
1068,2063,mobile,firefox,11,0
1098,2030,desktop,safari,5,0
1011,2080,desktop,firefox,18,0
1024,2072,desktop,chrome,2,1
1051,2009,desktop,chrome,0,0
1084,2007,mobile,firefox,14,0
1099,2020,mobile,firefox,14,0
1052,2076,desktop,chrome,4,0
1022,2058,mobile,chrome,21,0
1015,2049,mobile,chrome,23,0
1056,2068,mobile,safari,10,1
1038,2069,mobile,safari,22,0
1052,2029,desktop,firefox,0,1
1041,2094,desktop,firefox,22,0
1057,2016,mobile,safari,9,1
1038,2074,tablet,edge,19,0
1013,2019,desktop,safari,10,0
1094,2047,desktop,firefox,6,0
1004,2072,tablet,safari,16,0
1034,2001,desktop,edge,11,0
1086,2036,tablet,firefox,3,0
1092,2000,tablet,chrome,11,0
1074,2003,mobile,firefox,23,0
1017,2099,desktop,safari,2,0
1075,2053,tablet,safari,17,1
1008,2024,mobile,edge,11,0
1073,2002,desktop,safari,23,0
1057,2008,mobile,edge,23,0
1016,2085,mobile,firefox,18,1
1006,2086,tablet,safari,12,0
1045,2075,desktop,firefox,15,0
1012,2073,mobile,chrome,7,0
1039,2033,tablet,chrome,5,0
1041,2042,tablet,edge,9,0
1008,2073,mobile,safari,9,0
1049,2093,mobile,firefox,5,0
1026,2021,tablet,firefox,7,0
1065,2069,mobile,safari,17,0
1004,2001,mobile,firefox,16,0
1028,2093,desktop,safari,9,1
1036,2065,tablet,safari,1,0
1037,2031,mobile,chrome,11,0
1082,2015,tablet,safari,19,1
1007,2075,desktop,firefox,9,0
1064,2000,tablet,safari,8,0
1085,2071,tablet,chrome,15,0
1016,2047,tablet,chrome,6,0
1070,2049,desktop,edge,8,1
1088,2012,desktop,firefox,23,0
1044,2014,tablet,safari,5,0
1003,2052,tablet,firefox,9,0
1035,2043,desktop,firefox,6,0
1069,2007,mobile,safari,17,1
1030,2073,desktop,chrome,10,0
1018,2045,tablet,firefox,0,0
1060,2068,mobile,edge,20,0
1053,2018,mobile,firefox,23,0
1038,2037,mobile,chrome,18,0
1090,2010,desktop,edge,22,0
1073,2042,desktop,edge,4,0
1089,2019,desktop,edge,23,0
1018,2019,desktop,edge,5,0
1038,2020,tablet,safari,21,0
1066,2081,mobile,safari,6,0
1044,2056,tablet,safari,22,0
1012,2049,desktop,edge,3,0
1091,2073,desktop,chrome,15,1
1057,2097,tablet,firefox,9,0
1019,2025,mobile,edge,14,0
1091,2029,mobile,chrome,12,0
1071,2072,desktop,firefox,7,0
1060,2030,desktop,edge,21,0
1038,2041,desktop,firefox,12,0
1000,2067,desktop,safari,23,0
1002,2060,mobile,safari,6,0
1076,2060,tablet,safari,16,1
1091,2069,mobile,chrome,3,0
1061,2077,tablet,safari,6,0
1062,2067,desktop,chrome,15,0
1024,2089,desktop,safari,1,0
1055,2016,tablet,safari,20,0
1032,2018,desktop,safari,21,0
1037,2050,mobile,chrome,22,0
1005,2069,desktop,firefox,13,0
1057,2062,desktop,chrome,13,0
1043,2092,desktop,edge,7,0
1044,2074,desktop,edge,5,0
1031,2079,mobile,chrome,21,0
1044,2029,tablet,chrome,6,0
1060,2024,desktop,firefox,6,0
1046,2074,desktop,chrome,1,0
1020,2070,mobile,safari,3,0
1079,2025,mobile,firefox,12,0
1084,2055,mobile,chrome,9,0
1074,2021,desktop,chrome,8,1
1035,2088,tablet,edge,14,0
1098,2018,mobile,firefox,11,0
1018,2030,mobile,edge,9,0
1019,2025,mobile,chrome,18,0
1056,2041,tablet,firefox,20,0
1017,2040,desktop,safari,4,0
1046,2099,desktop,chrome,6,0
1048,2022,desktop,chrome,19,0
1013,2046,mobile,edge,10,0
1014,2012,desktop,safari,15,0
1030,2088,mobile,chrome,12,0
1000,2065,tablet,edge,3,0
1053,2065,tablet,edge,15,0
1002,2015,desktop,chrome,12,0
1015,2072,mobile,firefox,0,0
1086,2027,mobile,chrome,21,0
1056,2076,desktop,safari,3,1
1074,2034,tablet,chrome,14,0
1011,2040,tablet,firefox,20,0
1073,2076,tablet,edge,15,0
1095,2030,tablet,safari,3,0
1015,2084,tablet,safari,16,0
1071,2031,desktop,safari,10,0
1075,2053,desktop,safari,4,1
1023,2097,desktop,firefox,12,0
1027,2071,tablet,firefox,11,0
1007,2058,tablet,firefox,22,0
1091,2040,desktop,firefox,2,0
1035,2065,desktop,edge,3,0
1089,2095,tablet,chrome,9,0
1007,2053,mobile,firefox,8,0
1057,2039,desktop,chrome,9,0
1059,2027,tablet,safari,12,0
1049,2036,tablet,edge,0,0
1027,2064,desktop,edge,11,1
1091,2073,mobile,chrome,10,0
1040,2054,tablet,chrome,20,1
1099,2003,desktop,chrome,7,0
1063,2098,tablet,edge,22,0
1026,2009,tablet,firefox,13,1
1062,2046,tablet,edge,13,1
1016,2074,tablet,firefox,19,1
1072,2013,mobile,safari,22,0
1032,2037,desktop,firefox,16,0
1083,2011,desktop,chrome,21,0
1076,2044,desktop,firefox,18,0
1091,2016,desktop,firefox,19,0
1028,2079,desktop,edge,23,0
1012,2034,mobile,chrome,20,0
1045,2065,tablet,safari,20,0
1034,2074,tablet,firefox,16,0
1005,2040,desktop,safari,5,0
1081,2066,tablet,chrome,13,0
1068,2028,tablet,firefox,17,0
1046,2017,tablet,edge,16,0
1024,2019,desktop,safari,5,0
1065,2013,desktop,edge,4,1
1009,2033,mobile,safari,12,1
1055,2048,desktop,chrome,15,0
1029,2053,mobile,firefox,20,0
1004,2030,desktop,safari,8,0
1032,2057,tablet,edge,11,0
1064,2041,mobile,safari,9,0
1017,2057,mobile,safari,12,0
1095,2081,mobile,safari,18,0
1048,2029,desktop,safari,15,0
1010,2024,mobile,safari,16,0
1084,2062,desktop,safari,15,0
1025,2018,mobile,edge,13,1
1062,2071,desktop,safari,15,0
1088,2091,mobile,safari,23,0
